ITTER107;Territorio;TIPO_DATO15;Funzioni biometriche;SEXISTAT1;Sesso;ETA1;Età e classi di età;TIME;Seleziona periodo;Value;Flag Codes;Flags
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2006;2006;4.02422;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2007;2007;3.85689;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2008;2008;3.74931;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2009;2009;3.80442;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2010;2010;3.80943;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2011;2011;3.74593;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2012;2012;3.60409;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2013;2013;3.60269;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2014;2014;3.57075;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2015;2015;3.57101;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2016;2016;3.50445;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2017;2017;3.45223;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2018;2018;3.46434;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2019;2019;3.3453;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y_UN4;fino a 4 anni;2020;2020;3.16127;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1974;1974;5.60392;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1975;1975;5.43565;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1976;1976;5.25939;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1977;1977;5.34215;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1978;1978;5.13451;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1979;1979;5.1902;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1980;1980;5.20092;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1981;1981;5.21761;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1982;1982;5.07108;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1983;1983;4.92312;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1984;1984;4.87871;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1985;1985;4.91145;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1986;1986;4.89001;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1987;1987;4.93176;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1988;1988;5.10476;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1989;1989;5.32393;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1990;1990;5.51021;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1991;1991;5.69938;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1992;1992;5.9732;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1993;1993;5.71382;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1994;1994;5.26271;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1995;1995;5.00914;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1996;1996;4.95287;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1997;1997;5.07405;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1998;1998;5.04637;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;1999;1999;5.05372;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2000;2000;4.8864;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2001;2001;4.62273;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2002;2002;4.24939;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2003;2003;3.84322;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2004;2004;3.69797;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2005;2005;3.65934;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2006;2006;3.6457;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2007;2007;3.42764;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2008;2008;3.19643;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2009;2009;3.06866;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2010;2010;2.79302;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2011;2011;2.6721;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2012;2012;2.46154;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2013;2013;2.39494;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2014;2014;2.25236;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2015;2015;2.19511;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2016;2016;2.1414;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2017;2017;2.08201;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2018;2018;2.0594;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2019;2019;2.07424;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;1;maschi;Y20-24;20-24 anni;2020;2020;2.00047;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1974;1974;3.82141;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1975;1975;3.71324;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1976;1976;3.6417;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1977;1977;3.66925;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1978;1978;3.63657;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1979;1979;3.6311;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1980;1980;3.63041;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1981;1981;3.54034;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1982;1982;3.42766;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1983;1983;3.32762;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1984;1984;3.23664;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1985;1985;3.24825;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1986;1986;3.25131;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1987;1987;3.311;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1988;1988;3.43472;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1989;1989;3.67879;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1990;1990;3.9898;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1991;1991;4.30785;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1992;1992;4.58548;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1993;1993;4.49262;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1994;1994;4.25381;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1995;1995;4.02561;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1996;1996;3.88837;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1997;1997;3.67783;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1998;1998;3.47284;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;1999;1999;3.26565;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2000;2000;3.17077;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2001;2001;3.06405;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2002;2002;2.90141;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2003;2003;2.67786;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2004;2004;2.5889;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2005;2005;2.6015;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2006;2006;2.61191;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2007;2007;2.50147;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2008;2008;2.32061;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2009;2009;2.22585;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2010;2010;2.07486;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2011;2011;1.96813;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2012;2012;1.83867;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2013;2013;1.82475;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2014;2014;1.75664;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2015;2015;1.71294;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2016;2016;1.65315;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2017;2017;1.61739;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2018;2018;1.62895;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2019;2019;1.63059;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y25-29;25-29 anni;2020;2020;1.60582;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1974;1974;3.98984;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1975;1975;3.83922;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1976;1976;3.69323;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1977;1977;3.7129;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1978;1978;3.55885;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1979;1979;3.53302;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1980;1980;3.55285;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1981;1981;3.53227;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1982;1982;3.43711;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1983;1983;3.30044;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1984;1984;3.25714;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1985;1985;3.28039;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1986;1986;3.27313;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1987;1987;3.29234;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1988;1988;3.39075;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1989;1989;3.50828;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1990;1990;3.62802;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1991;1991;3.70903;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1992;1992;3.86288;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1993;1993;3.70842;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1994;1994;3.43697;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1995;1995;3.29908;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1996;1996;3.25421;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1997;1997;3.32495;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1998;1998;3.32655;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;1999;1999;3.3138;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2000;2000;3.21806;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2001;2001;3.03854;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2002;2002;2.79161;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2003;2003;2.51849;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2004;2004;2.4068;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2005;2005;2.38029;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2006;2006;2.38121;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2007;2007;2.26115;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2008;2008;2.1101;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2009;2009;2.05482;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2010;2010;1.89327;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2011;2011;1.83069;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2012;2012;1.67306;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2013;2013;1.64509;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2014;2014;1.54874;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2015;2015;1.52861;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2016;2016;1.50652;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2017;2017;1.48499;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2018;2018;1.46017;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2019;2019;1.429;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;9;totale;Y20-24;20-24 anni;2020;2020;1.3631;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1974;1974;2.5855;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1975;1975;2.41089;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1976;1976;2.40061;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1977;1977;2.36723;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1978;1978;2.30674;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1979;1979;2.20257;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1980;1980;2.18038;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1981;1981;2.07293;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1982;1982;1.99867;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1983;1983;1.89836;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1984;1984;1.81926;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1985;1985;1.81524;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1986;1986;1.8112;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1987;1987;1.79597;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1988;1988;1.82407;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1989;1989;1.84594;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1990;1990;1.89066;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1991;1991;1.97354;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1992;1992;2.15189;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1993;1993;2.22837;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1994;1994;2.22833;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1995;1995;2.16236;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1996;1996;2.10813;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1997;1997;1.93824;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1998;1998;1.77641;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;1999;1999;1.62757;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2000;2000;1.56212;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2001;2001;1.52176;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2002;2002;1.39301;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2003;2003;1.2802;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2004;2004;1.233;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2005;2005;1.23314;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2006;2006;1.233;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2007;2007;1.14496;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2008;2008;1.05322;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2009;2009;1.06803;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2010;2010;1.03943;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2011;2011;0.98948;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2012;2012;0.92738;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2013;2013;0.97774;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2014;2014;0.97774;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2015;2015;0.9797;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2016;2016;0.99353;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2017;2017;0.97596;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2018;2018;0.95163;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2019;2019;0.92139;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y25-29;25-29 anni;2020;2020;0.89681;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1974;1974;2.30651;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1975;1975;2.17323;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1976;1976;2.05797;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1977;1977;2.0114;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1978;1978;1.91289;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1979;1979;1.80121;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1980;1980;1.82976;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1981;1981;1.76986;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1982;1982;1.72747;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1983;1983;1.60143;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1984;1984;1.55856;;
IT;Italia;PROBDEATH;probabilità di morte (per 1.000) - qx;2;femmine;Y20-24;20-24 anni;1985;1985;1.5716;;
